pitcher_id,pitcher_name,pitch_type,count,pitch_percent,rhh_percent,lhh_percent,start_speed,max_start_speed,ivb,hb,release_pos_z,release_pos_x,extension,tj_stuff_plus
663971,Blair Calvo,SI,15,0.5357142857142857,0.45454545454545453,0.5882352941176471,92.96666666666667,94.3,4.033333333333333,16.68,5.530486069156376,1.8123768623381369,6.189259296832301,97.19679034080039
516853,Wilking Rodríguez,FF,189,0.375,0.3822525597269625,0.36492890995260663,98.06984126984125,101.9,15.690476190476181,2.323280423280423,6.256151099150134,1.4560782217046044,6.034544111039904,105.76858508794233
641816,Tyler Mahle,SL,26,0.1925925925925926,0.24050632911392406,0.125,83.0076923076923,85.6,5.880769230769231,-2.457692307692308,5.390111456648649,1.9375300910445719,6.405712623270107,97.21603534560008
681806,Andrew Wantz,CH,10,0.0847457627118644,0.014492753623188406,0.1836734693877551,86.42,87.3,3.6700000000000004,12.5,5.988423661713044,2.1068671462343542,6.005099458309568,98.04087090385319
676620,Blake Weiman,SI,36,0.0703125,0.007220216606498195,0.14468085106382977,90.1416666666667,91.7,7.783333333333335,13.013888888888891,5.418531171470822,2.8987432844461694,6.332919424513039,89.06874293786117
677354,Alex Williams,CU,27,0.29347826086956524,0.29411764705882354,0.2926829268292683,79.78148148148148,82.5,-9.529629629629628,-11.78148148148148,5.486251078440028,2.4325636875207324,6.383731100680619,95.98953215098408
666168,Mason Thompson,SL,39,0.23076923076923078,0.32967032967032966,0.11538461538461539,85.23589743589741,88.4,-0.7179487179487178,-3.746153846153846,5.836518509032591,2.503217482146956,6.643829092810188,102.06438615070371
670766,Darren McCaughan,SI,443,0.2641621943947525,0.32642487046632124,0.1797752808988764,90.40880361173821,94.2,7.732505643340857,15.613995485327312,5.559266572651953,1.974612125447625,6.342198968017898,92.83608802773604
684442,Kohl Drake,SL,151,0.24121405750798722,0.21581196581196582,0.31645569620253167,82.30397350993381,88.0,-4.3105960264900665,-2.7026490066225155,5.692500857380213,1.4745664936297953,6.356676781340999,98.17357389699441
688883,Peyton Pallette,FF,381,0.519781718963165,0.5392405063291139,0.4970414201183432,95.10288713910752,97.2,13.923884514435688,14.201049868766393,5.769036460939016,2.843069144789005,5.597198232588674,101.16015666120852
702465,Ryan Long,CH,11,0.18333333333333332,0.0,0.22448979591836735,80.54545454545452,82.3,11.854545454545455,13.863636363636363,6.323404193966522,1.4980838327521235,6.922819684193897,104.18024611732139
